id,genre,director
49026,"Action, Crime, Drama, Thriller",Christopher Nolan
934,"Crime, Thriller, Drama",Jules Dassin
142,"Drama, Romance",Ang Lee
14069,"Fantasy, Animation, Drama, Science Fiction",Mamoru Hosoda
9475,Drama,Martin Brest
144,"Drama, Fantasy, Romance",Wim Wenders
11602,Drama,Ingmar Bergman
523781,"Drama, Romance",Thor Freudenthal
18079,"Crime, Thriller, Drama",Fabián Bielinsky
976893,Drama,Wim Wenders
15916,"Animation, Fantasy, Mystery",Mamoru Oshii
9421,Comedy,Francis Veber
423612,"Drama, Romance, History",Florian Henckel von Donnersmarck
1480,"Crime, Thriller",Orson Welles
937278,"Comedy, Drama",Marc Forster
715931,"Drama, War, History",Antoine Fuqua
126319,"Animation, Family, Adventure, Music","Benjamin Renner, Stéphane Aubier, Vincent Patar"
5511,"Crime, Thriller",Jean-Pierre Melville
169813,Drama,Destin Daniel Cretton
28162,"Romance, Fantasy, Drama, Comedy","Emeric Pressburger, Michael Powell"
22504,"Animation, Family, Fantasy",Paul Grimault
10227,Comedy,Jacques Tati
583,Comedy,Terry Jones
585511,"Animation, Adventure, Comedy, Fantasy",Peggy Holmes
14756,"Drama, Action, History",Wilson Yip
14282,"Fantasy, Adventure, Animation, Action",Yoshiaki Kawajiri
587,"Adventure, Fantasy, Drama",Tim Burton
117,"Crime, History, Thriller",Brian De Palma
585511,"Animation, Adventure, Comedy, Fantasy",Peggy Holmes
428493,"Romance, Drama",Francis Lee
273248,"Drama, Mystery, Western",Quentin Tarantino
1417,"Fantasy, Drama, War",Guillermo del Toro
396535,"Horror, Thriller, Action, Adventure",Yeon Sang-ho
51533,"Action, Comedy",Jiang Wen
86837,"Drama, Romance",Michael Haneke
24480,"Animation, Family, Comedy",Peter Sohn
13855,"Crime, Thriller, Action",Na Hong-jin
808,"Animation, Comedy, Fantasy, Adventure, Family","Andrew Adamson, Vicky Jenson"
380,Drama,Barry Levinson
211954,"Comedy, Drama",Eugenio Derbez
873,"Drama, History",Steven Spielberg
609242,"Comedy, Thriller, Crime",Ariel Winograd
269149,"Animation, Adventure, Family, Comedy","Byron Howard, Rich Moore"
12429,"Animation, Fantasy, Family",Hayao Miyazaki
143,"Drama, War",Lewis Milestone
799766,"Music, Drama",Michael Gracey
166428,"Animation, Family, Adventure",Dean DeBlois
1040,Drama,Luchino Visconti
25253,"Comedy, Crime",Georges Lautner
792,"Drama, War, Action",Oliver Stone
980489,"Adventure, Action, Drama",Neill Blomkamp
17483,"Drama, Romance",Jonah Markowitz
1700,"Drama, Thriller",Rob Reiner
545611,"Action, Adventure, Science Fiction","Daniel Kwan, Daniel Scheinert"
203217,Comedy,André Pellenz
113833,Drama,Ryan Murphy
579974,"Action, Adventure, Drama",S. S. Rajamouli
40662,"Mystery, Crime, Animation",Brandon Vietti
12491,Drama,Pier Paolo Pasolini
322,"Thriller, Crime, Drama, Mystery",Clint Eastwood
882569,"War, Action, Thriller",Guy Ritchie
20126,"Horror, Mystery, Thriller",Dario Argento
15265,"Comedy, Drama, Family, Fantasy",Albert Lamorisse
12444,"Adventure, Fantasy",David Yates
303,"Thriller, Romance, Mystery",Alfred Hitchcock
703,"Comedy, Drama, Romance",Woody Allen
843906,"Animation, Mystery",Cecilia Aranovich
382591,"Drama, Comedy",Hugo Gélin
336804,Drama,Deniz Gamze Ergüven
123025,"Science Fiction, Action, Animation, Mystery",Jay Oliva
9552,Horror,William Friedkin
27670,"Comedy, Fantasy","Massimo Troisi, Roberto Benigni"
45269,"Drama, History",Tom Hooper
602063,"Action, Adventure, History, Drama",Keishi Otomo
492188,Drama,Noah Baumbach
22596,"Comedy, Romance","Fred C. Newmeyer, Sam Taylor"
903,"Drama, Crime",Stuart Rosenberg
666277,"Drama, Romance",Celine Song
11902,"Comedy, Drama, War",Emir Kusturica
12405,"Drama, Romance",Danny Boyle
486589,"Animation, Fantasy, Family, Comedy, Romance, Adventure",Hong Sung-ho
49046,"War, History, Drama",Edward Berger
16052,"Drama, Music, History",Gregory Nava
10020,"Romance, Family, Animation, Fantasy","Gary Trousdale, Kirk Wise"
5528,Drama,Christophe Barratier
2108,"Comedy, Drama",John Hughes
334,Drama,Paul Thomas Anderson
369299,"Comedy, Romance",Gustavo Loza
705861,"Drama, Comedy",Jeremiah Zagar
21135,"Drama, Romance",Michelangelo Antonioni
96721,"Drama, Action",Ron Howard
1626,Drama,Jean-Luc Godard
525,"Music, Comedy, Action, Crime",John Landis
177572,"Adventure, Family, Animation, Action, Comedy","Chris Williams, Don Hall"
61979,"Romance, Drama",Fernando González Molina
49687,"Drama, Romance, Comedy",Vittorio De Sica
396,Drama,Mike Nichols
15121,"Drama, Family, Music, Romance",Robert Wise
14811,"Drama, Romance",Norman Jewison
374473,Drama,Ken Loach
30959,"Horror, Fantasy, Drama",Masaki Kobayashi
696,"Comedy, Drama, Romance",Woody Allen
404,Drama,David Lynch
603692,"Action, Thriller, Crime",Chad Stahelski
11299,"Action, Animation, Science Fiction",Shinichiro Watanabe
688,"Drama, Romance",Clint Eastwood
374473,Drama,Ken Loach
9800,Drama,Jonathan Demme
162,"Fantasy, Drama, Romance",Tim Burton
843241,"Animation, Fantasy",Takayuki Hamana
297222,"Comedy, Drama, Science Fiction",Rajkumar Hirani
221732,"Action, Adventure, Fantasy",Keishi Otomo
272,"Drama, Crime, Action",Christopher Nolan
205,"Drama, History, War",Terry George
9806,"Action, Adventure, Animation, Family",Brad Bird
451945,Drama,Robin Campillo
309,Drama,Thomas Vinterberg
502033,"Drama, Music",Darius Marder
158,"Comedy, Crime",Thomas Jahn
30018,"Crime, Drama, Mystery",Bong Joon Ho
24657,Drama,Andrei Tarkovsky
963,"Mystery, Crime, Thriller",John Huston
337960,Drama,Neil Armfield
40619,"Animation, Family, Comedy",Teddy Newton
613868,"Comedy, Romance, Drama","Mauro Carvalho, Thiago Cazado"
48831,"Romance, Comedy, Drama",Éric Rohmer
2204,Drama,Wim Wenders
672,"Adventure, Fantasy",Chris Columbus
242582,"Crime, Drama, Thriller",Dan Gilroy
851,"Drama, Romance",David Lean
980,"Western, Drama",William A. Wellman
573699,"Romance, Animation, Fantasy","Amp Wong, Zhao Ji"
234200,"Drama, Comedy",Matthew Warchus
20139,Drama,William Wyler
3114,Western,John Ford
980026,"Action, Drama, History",Nikolaj Arcel
413594,"Animation, Action, Adventure, Fantasy, Science Fiction",Tomohiko Ito
336,Western,Sergio Leone
950396,"Romance, Science Fiction, Thriller",Scott Derrickson
336808,"Drama, Adventure",Ciro Guerra
51608,"Action, Thriller, Crime",Lee Jeong-beom
1633,"Drama, Comedy",Jon Avnet
597316,"Animation, Family, Fantasy, Comedy, Adventure","José Luis Ucha, Mark Fattibene, Robert Cullen"
19026,"Animation, Family",Michel Ocelot
137182,Drama,Felix van Groeningen
23832,"Comedy, Adventure",Mario Monicelli
23832,"Comedy, Adventure",Mario Monicelli
11171,Drama,Gregg Araki
5544,"Drama, History, Romance",Alain Resnais
539517,"Fantasy, Animation, Horror, Action",Doug Murphy
713776,"Drama, Animation","Michael Govier, Will McCormack"
359784,"Drama, Romance",Aisling Walsh
30588,"Comedy, Crime, Drama",Charlie Chaplin
12516,"Fantasy, Drama",Akira Kurosawa
393729,Drama,Houda Benyamina
5910,"Crime, Drama",Takeshi Kitano
773,"Comedy, Drama","Jonathan Dayton, Valerie Faris"
10757,"Comedy, Drama",Karan Johar
632,"Comedy, Drama, War",Billy Wilder
8016,Drama,Roberto Rossellini
4480,Drama,Claude Berri
286217,"Drama, Adventure, Science Fiction",Ridley Scott
244063,"Drama, Romance, TV Movie",Mischa Kamp
9023,"Animation, Adventure, Family, Drama, Western, Romance","Kelly Asbury, Lorna Cook"
3763,Horror,Kaneto Shindō
938008,"Action, Crime, Thriller",Choi Jae-hoon
573171,"Animation, Adventure, Comedy, Family","Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste"
44214,"Drama, Thriller, Horror",Darren Aronofsky
435366,"Action, Thriller, Crime",Bae Jong
656563,"Romance, Comedy",Bruno Garotti
453191,"Family, Animation, Comedy","Benjamin Renner, Patrick Imbert"
375794,Comedy,Nacho G. Velilla
506574,"Family, TV Movie, Adventure, Fantasy",Kenny Ortega
30020,Drama,Abbas Kiarostami
2493,"Adventure, Family, Fantasy, Comedy, Romance",Rob Reiner
767,"Adventure, Fantasy",David Yates
886396,"Animation, Action, Science Fiction",Matt Peters
479718,"Action, Crime, Thriller",Kang Yun-sung
177945,Drama,Hirokazu Kore-eda
965150,Drama,Charlotte Wells
83666,"Comedy, Drama, Romance",Wes Anderson
13187,"Animation, Family, Comedy, TV Movie",Bill Melendez
2433,"Romance, Comedy, Drama",Jacques Demy
993,"Thriller, Mystery, Crime",Joseph L. Mankiewicz
766507,"Thriller, Action, Science Fiction",Dan Trachtenberg
556984,"Drama, History",Aaron Sorkin
14438,"Drama, Romance",Alex Kendrick
13151,"Animation, Mystery, Family, Horror",Jim Stenstrum
12219,"Drama, TV Movie",William Friedkin
869626,"Animation, Comedy, Drama, Family",Dean Fleischer Camp
770254,"Family, Animation, Adventure, Comedy","Claire Knight, Harry Cripps"
672322,"Action, Adventure, Drama, Romance",Keishi Otomo
578,"Horror, Thriller, Adventure",Steven Spielberg
776305,"Animation, Science Fiction, Drama, Music, Adventure, Fantasy",Mamoru Hosoda
1632,"Drama, Crime, Mystery, Thriller",Alan Parker
522627,"Comedy, Crime",Guy Ritchie
167581,"Drama, Romance",Stephan Lacant
82702,"Fantasy, Action, Adventure, Animation, Comedy, Family",Dean DeBlois
446159,"Mystery, Western, Thriller","Juliano Dornelles, Kleber Mendonça Filho"
11362,"Adventure, Drama, History, Action, Thriller",Kevin Reynolds
990,"Drama, Romance",Robert Rossen
675,"Adventure, Fantasy",David Yates
792307,"Science Fiction, Romance, Comedy",Yorgos Lanthimos
11474,"Action, Thriller",Walter Hill
499,Drama,Agnès Varda
22881,Drama,John Lee Hancock
9912,"Drama, Adventure, History",Roger Donaldson
653,"Horror, Fantasy",F. W. Murnau
218,"Action, Thriller, Science Fiction",James Cameron
840430,"Comedy, Drama",Alexander Payne
13466,"Drama, Family",Joe Johnston
13830,"Action, Adventure, Crime, Drama","Adam Doench, Cess Silvera, Lyndale V. Pettus"
845,"Crime, Thriller",Alfred Hitchcock
68,"Comedy, Science Fiction",Terry Gilliam
11787,"Comedy, Fantasy",Henry Koster
4808,"Comedy, Mystery, Romance",Stanley Donen
1908,Drama,Stanley Kramer
939243,"Action, Science Fiction, Comedy, Family",Jeff Fowler
1002185,"Drama, History",Alejandra Márquez Abella
1587,"Romance, Drama",Lasse Hallström
288,"Western, Drama",Fred Zinnemann
726759,"Thriller, History, Drama",Jon S. Baird
11220,"Action, Romance, Crime",Wong Kar-Wai
51739,"Fantasy, Animation, Family",Hiromasa Yonebayashi
567410,Drama,Nora Fingscheidt
14580,"Crime, Thriller",Fritz Lang
8358,"Adventure, Drama",Robert Zemeckis
1075,"Comedy, Romance, Crime",Emir Kusturica
575452,"Drama, Crime, Thriller",Marco Bellocchio
508439,"Family, Comedy, Adventure, Animation, Fantasy",Dan Scanlon
414906,"Crime, Mystery, Thriller",Matt Reeves
49992,"Family, Animation",Enzo D'Alò
1904,"Drama, Romance, History",Rob Marshall
1592,"Crime, Drama, Mystery, Thriller",Gregory Hoblit
728118,"War, Drama, History",Jasmila Žbanić
15794,"Crime, Drama, Thriller",Raoul Walsh
587272,Comedy,Santiago Segura
100402,"Action, Adventure, Science Fiction","Anthony Russo, Joe Russo"
891,"Drama, Mystery, Thriller",Alan J. Pakula
50531,Comedy,"Aldo Baglio, Giacomo Poretti, Giovanni Storti, Massimo Venier"
8416,Drama,Bernardo Bertolucci
812,"Animation, Family, Adventure, Fantasy, Romance","John Musker, Ron Clements"
261,Drama,Richard Brooks
144288,"Animation, Action, Adventure, Drama, Fantasy",Toshiyuki Kubooka
1726,"Action, Science Fiction, Adventure",Jon Favreau
247,"Crime, Thriller",Stanley Kubrick
371645,"Adventure, Comedy, Drama",Taika Waititi
108,Drama,Krzysztof Kieślowski
238628,"Drama, War",Zaza Urushadze
1678,"Thriller, Horror, Science Fiction",Ishirō Honda
724495,"Action, Drama, History",Gina Prince-Bythewood
514439,Drama,Roxann Dawson
508933,Comedy,John L. Spencer
12548,"Comedy, Drama",Federico Fellini
11898,"Comedy, Crime",Robert Hamer
20123,"Drama, Comedy, Crime, Fantasy",Emir Kusturica
10633,"Crime, Drama, Mystery, Thriller",Norman Jewison
871,"Science Fiction, Adventure, Drama, Action",Franklin J. Schaffner
110160,"Drama, Romance",Xavier Dolan
16306,"Animation, Science Fiction",René Laloux
10637,Drama,Boaz Yakin
14813,"Family, Animation",Burny Mattinson
15999,"Animation, Fantasy, Horror, Action, Adventure, Science Fiction",Yoshiaki Kawajiri
4497,Drama,Luis Buñuel
4347,"Drama, Romance",Joe Wright
212,"Comedy, Crime",Frank Capra
471707,Drama,Jan Komasa
381289,"Adventure, Comedy, Fantasy, Family, Drama",Lasse Hallström
744114,"Drama, Romance",Michael Grandage
29154,Drama,Ramón Menéndez
99,"Comedy, Drama",Pedro Almodóvar
164,"Comedy, Romance, Drama",Blake Edwards
580175,"Comedy, Drama",Thomas Vinterberg
342470,"Romance, Drama",Brett Haley
27040,"Mystery, Fantasy","Alexander Hammid, Maya Deren"
24160,Comedy,Mario Monicelli
38251,"Comedy, Romance, War",Gabriele Salvatores
17835,"War, Drama, Science Fiction",Mick Jackson
13929,"Animation, Comedy, Family",Jan Pinkava
4995,Drama,Paul Thomas Anderson
4495,"Drama, Fantasy",Víctor Erice
627725,Drama,George Nolfi
313297,"Animation, Adventure, Family",Travis Knight
137113,"Action, Science Fiction",Doug Liman
37247,"Drama, Romance, Comedy",Mike Nichols
498249,Comedy,Kheiron
513434,"Comedy, Horror, Drama",Shinichiro Ueda
228205,"Drama, Romance",George Tillman Jr.
74308,Drama,Tony Kaye
28580,Drama,Billy Wilder
19101,"Drama, Family, Fantasy",Alfonso Cuarón
55,"Drama, Thriller",Alejandro González Iñárritu
426426,Drama,Alfonso Cuarón
13363,"Science Fiction, Drama",Richard Schenkman
650,"Crime, Drama",John Singleton
1027014,"Animation, Romance, Music, TV Movie",Fletcher Moules
76341,"Action, Adventure, Science Fiction",George Miller
9343,"Drama, Adventure",Werner Herzog
966220,"War, Action, Drama",Marian Bushan
1939,"Drama, Mystery",Otto Preminger
995,"Western, Adventure",John Ford
207703,"Crime, Comedy, Action, Adventure",Matthew Vaughn
15251,Comedy,Bruce Gowers
13386,Comedy,Massimo Troisi
11657,"Crime, Thriller",Jean-Pierre Melville
11482,"Thriller, Horror, Mystery, Drama",Roman Polanski
11482,"Thriller, Horror, Mystery, Drama",Roman Polanski
583083,"Comedy, Romance",Vince Marcello
3309,"Crime, Drama",Michael Curtiz
364111,"Animation, Drama, Music, Romance",Tatsuyuki Nagai
293660,"Action, Adventure, Comedy",Tim Miller
81401,Drama,Béla Tarr
10451,"Comedy, Drama, Romance",Ang Lee
534780,"Crime, Mystery, Thriller, Comedy",Sriram Raghavan
26371,"Drama, Romance",James Ivory
25188,"Drama, Romance",Peter Bogdanovich
12093,"Drama, Crime",Lukas Moodysson
678,"Crime, Thriller",Jacques Tourneur
496450,"Animation, Fantasy, Action, Romance, Family",Jeremy Zag
14624,"Romance, Drama, Family",Michael O. Sajbel
8832,Drama,Paolo Sorrentino
419430,"Mystery, Thriller, Horror",Jordan Peele
42987,Drama,Joseph Losey
803700,Drama,"Charlotte Vandermeersch, Felix van Groeningen"
614917,"Drama, History",Reinaldo Marcus Green
329865,"Drama, Science Fiction, Mystery",Denis Villeneuve
329865,"Drama, Science Fiction, Mystery",Denis Villeneuve
537116,"Drama, Music",Lin-Manuel Miranda
1933,"Horror, Mystery, Thriller",Alejandro Amenábar
10331,"Horror, Thriller",George A. Romero
137,"Romance, Fantasy, Drama, Comedy",Harold Ramis
343,"Comedy, Drama, Romance",Hal Ashby
1712,"Drama, Western",George Stevens
624932,Comedy,Stan Lathan
76600,"Action, Adventure, Fantasy, Science Fiction",James Cameron
283995,"Science Fiction, Adventure, Action",James Gunn
9693,"Drama, Action, Thriller, Science Fiction",Alfonso Cuarón
702,"Drama, Thriller",Elia Kazan
643,"Drama, History, War",Sergei Eisenstein
841755,"Animation, Action, Fantasy",Ethan Spaulding
801335,"Thriller, Crime, TV Movie",Elisabeth Röhm
38757,"Animation, Family, Adventure","Byron Howard, Nathan Greno"
10322,"Comedy, Drama",Hal Ashby
4235,"Crime, Drama",Henri Verneuil
642,"Adventure, Western, Crime, Drama, History",George Roy Hill
502356,"Family, Fantasy, Comedy, Adventure, Animation","Aaron Horvath, Michael Jelenic"
180299,"Action, Crime, Thriller",Gareth Evans
530079,"Animation, Romance, Comedy, Drama, Fantasy",Masaaki Yuasa
348678,"Comedy, Drama",Hannes Holm
309809,"Adventure, Animation, Fantasy, Family",Mark Osborne
72213,Drama,Alex Kendrick
39324,"Animation, Action, Science Fiction",Yoshihiro Ueda
976,Drama,Alexander Mackendrick
793,"Mystery, Thriller, Crime, Drama",David Lynch
9444,"Animation, Family, Fantasy, Adventure","Don Bluth, Gary Goldman"
910,"Mystery, Crime, Thriller",Howard Hawks
576,Western,Sam Peckinpah
28145,Drama,Sydney Pollack
13002,"Animation, Family",Greg Richardson
12501,"Drama, Western, Romance",William Wyler
11321,Drama,Gabriele Muccino
820,"Drama, Thriller, History",Oliver Stone
17057,"Drama, Romance, Mystery",Nicholas Ray
14784,"Adventure, Fantasy, Drama",Tarsem Singh
1278263,"Drama, Thriller, Crime",Mohammad Rasoulof
768744,"Animation, Action, Adventure, Science Fiction",Kenji Nagasaki
768744,"Animation, Action, Adventure, Science Fiction",Kenji Nagasaki
25768,"Comedy, Romance","Buster Keaton, Charles Reisner"
21191,"Drama, Action, Thriller, Crime",Cary Joji Fukunaga
1541,"Drama, Thriller, Crime, Adventure",Ridley Scott
863,"Animation, Comedy, Family",John Lasseter
819,"Crime, Drama, Thriller",Barry Levinson
637649,"Thriller, Crime, Drama",Guy Ritchie
417261,"Romance, Drama",Bethany Ashton Wolf
466282,"Comedy, Romance",Susan Johnson
10835,"Action, Crime, Drama, Thriller",John Woo
1093,"Crime, Drama, Thriller",Louis Malle
63,"Science Fiction, Thriller, Mystery",Terry Gilliam
8440,Drama,Héctor Babenco
10754,"Crime, Drama",Krzysztof Kieślowski
15137,"Animation, Science Fiction, Action, Drama","Hideaki Anno, Kazuya Tsurumaki, Masayuki"
1654,"Action, Adventure, War",Robert Aldrich
476968,Drama,Andrew Hyatt
222935,"Romance, Drama",Josh Boone
16219,"Action, Drama",Rowdy Herrington
4951,"Comedy, Romance, Drama",Gil Junger
746,"Drama, History",Bernardo Bertolucci
244,"Adventure, Fantasy, Horror","Ernest B. Schoedsack, Merian C. Cooper"
71,"Drama, Comedy, Music",Stephen Daldry
616,"Drama, Action, War",Edward Zwick
864101,"Science Fiction, Drama, Adventure, Family",Dmitry Kiselev
4922,"Drama, Fantasy, Romance",David Fincher
1579,"Action, Drama, History",Mel Gibson
225745,"Science Fiction, Animation, Drama","Hiroshi Hamasaki, Kanji Wakabayashi, Takuya Sato"
19995,"Action, Adventure, Fantasy, Science Fiction",James Cameron
283587,"Drama, War",Cary Joji Fukunaga
9289,"War, Action, Drama","Andrew Marton, Bernhard Wicki, Ken Annakin"
630,"Adventure, Fantasy, Family",Victor Fleming
11969,"Western, Action",George P. Cosmatos
4982,"Drama, Crime",Ridley Scott
221731,"Action, Adventure, Drama, Fantasy",Keishi Otomo
940721,"Science Fiction, Horror, Action",Takashi Yamazaki
589739,"Animation, Family, Comedy","Bruce W. Smith, Everett Downing Jr., Matthew A. Cherry"
352173,"Crime, Mystery, Thriller",Nishikant Kamat
10363,"Crime, Drama, Thriller",René Clément
335984,"Science Fiction, Drama",Denis Villeneuve
1544,"Drama, Comedy, Romance",Ol Parker
64,"Drama, Romance",Pedro Almodóvar
315846,Drama,Hirokazu Kore-eda
707886,"Comedy, Music, Drama",Elissa Down
1954,"Science Fiction, Thriller","Eric Bress, J. Mackye Gruber"
431693,"Animation, Action, Adventure, Comedy, Family","Nick Bruno, Troy Quane"
61202,"Drama, Comedy, Romance",Zoya Akhtar
54186,"Drama, Thriller, Mystery",Tetsuya Nakashima
597922,"Drama, Comedy, War",Peter Farrelly
127501,"Drama, Romance, Comedy",Anurag Basu
13980,"Action, Animation, History",Masahiro Ando
12102,Drama,Robert Benton
532,"Family, Animation, Comedy",Nick Park
31417,"Drama, Horror, Thriller",Georges Franju
9377,Comedy,John Hughes
264660,"Drama, Science Fiction",Alex Garland
57158,"Fantasy, Adventure, Action",Peter Jackson
